puzzle_size,nAnts_alg0,nAnts_alg2,nAnts_alg3,nAnts_alg4,threads_alg0,threads_alg2,threads_alg3,threads_alg4,numcolonies_alg0,numcolonies_alg2,numcolonies_alg3,numcolonies_alg4,numacs_alg0,numacs_alg2,numacs_alg3,numacs_alg4,q0_alg0,q0_alg2,q0_alg3,q0_alg4,rho_alg0,rho_alg2,rho_alg3,rho_alg4,bve_alg0,bve_alg2,bve_alg3,bve_alg4,timeout_alg0,timeout_alg2,timeout_alg3,timeout_alg4,success_rate_alg0,success_rate_alg2,success_rate_alg3,success_rate_alg4,time_mean_alg0,time_mean_alg2,time_mean_alg3,time_mean_alg4,time_std_alg0,time_std_alg2,time_std_alg3,time_std_alg4,iter_mean_alg0,iter_mean_alg2,iter_mean_alg3,iter_mean_alg4,with_comm_alg0,with_comm_alg2,with_comm_alg3,with_comm_alg4,without_comm_alg0,without_comm_alg2,without_comm_alg3,without_comm_alg4,cp_initial_mean_alg0,cp_initial_mean_alg2,cp_initial_mean_alg3,cp_initial_mean_alg4,cp_ant_mean_alg0,cp_ant_mean_alg2,cp_ant_mean_alg3,cp_ant_mean_alg4,cp_total_mean_alg0,cp_total_mean_alg2,cp_total_mean_alg3,cp_total_mean_alg4,acs_time_mean_alg0,acs_time_mean_alg2,acs_time_mean_alg3,acs_time_mean_alg4,dcm_aco_time_mean_alg0,dcm_aco_time_mean_alg2,dcm_aco_time_mean_alg3,dcm_aco_time_mean_alg4,coop_game_mean_alg0,coop_game_mean_alg2,coop_game_mean_alg3,coop_game_mean_alg4,pheromone_fusion_mean_alg0,pheromone_fusion_mean_alg2,pheromone_fusion_mean_alg3,pheromone_fusion_mean_alg4,public_path_mean_alg0,public_path_mean_alg2,public_path_mean_alg3,public_path_mean_alg4,communication_time_mean_alg0,communication_time_mean_alg2,communication_time_mean_alg3,communication_time_mean_alg4,cp_percentage_alg0,cp_percentage_alg2,cp_percentage_alg3,cp_percentage_alg4,acs_time_percentage_alg0,acs_time_percentage_alg2,acs_time_percentage_alg3,acs_time_percentage_alg4,dcm_aco_time_percentage_alg0,dcm_aco_time_percentage_alg2,dcm_aco_time_percentage_alg3,dcm_aco_time_percentage_alg4,coop_game_percentage_alg0,coop_game_percentage_alg2,coop_game_percentage_alg3,coop_game_percentage_alg4,pheromone_fusion_percentage_alg0,pheromone_fusion_percentage_alg2,pheromone_fusion_percentage_alg3,pheromone_fusion_percentage_alg4,public_path_percentage_alg0,public_path_percentage_alg2,public_path_percentage_alg3,public_path_percentage_alg4,communication_time_percentage_alg0,communication_time_percentage_alg2,communication_time_percentage_alg3,communication_time_percentage_alg4
2020_00159,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.094257,0.041933,0.082387,0.031411,0.079863,0.034423,0.082175,0.026534,107.99,44.55,106.69,35.57,N/A,9,N/A,5,N/A,91,N/A,95,0.000098,0.000101,0.000098,0.000103,0.057322,0.023993,0.048778,0.017501,0.057420,0.024094,0.048875,0.017604,0.036837,0.017496,N/A,N/A,N/A,N/A,0.033512,0.013744,N/A,N/A,0.001105,0.000400,N/A,N/A,0.000039,0.000032,N/A,N/A,0.000235,0.000075,N/A,0.000000,N/A,0.000000,60.92,57.46,59.32,56.04,39.08,41.72,N/A,N/A,N/A,N/A,40.68,43.75,N/A,N/A,1.34,1.27,N/A,N/A,0.05,0.10,N/A,N/A,0.29,0.24,N/A,0.00,N/A,0.00
2020_00175,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.051670,0.036903,0.060516,0.022854,0.043126,0.031842,0.050992,0.018798,68.62,36.34,80.91,27.45,N/A,3,N/A,1,N/A,97,N/A,99,0.000103,0.000126,0.000109,0.000110,0.031185,0.020939,0.035420,0.012361,0.031288,0.021065,0.035528,0.012471,0.020383,0.015789,N/A,N/A,N/A,N/A,0.024988,0.010329,N/A,N/A,0.000902,0.000311,N/A,N/A,0.000039,0.000032,N/A,N/A,0.000194,0.000056,N/A,0.000000,N/A,0.000000,60.55,57.08,58.71,54.57,39.45,42.78,N/A,N/A,N/A,N/A,41.29,45.20,N/A,N/A,1.49,1.36,N/A,N/A,0.07,0.14,N/A,N/A,0.32,0.24,N/A,0.00,N/A,0.00
2020_00177,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.115188,0.056367,0.112537,0.038016,0.088040,0.040293,0.094431,0.036605,122.33,55.70,126.46,40.18,N/A,10,N/A,6,N/A,90,N/A,94,0.000109,0.000109,0.000110,0.000110,0.070144,0.032681,0.066804,0.021223,0.070253,0.032790,0.066913,0.021333,0.044935,0.023436,N/A,N/A,N/A,N/A,0.045624,0.016438,N/A,N/A,0.001526,0.000482,N/A,N/A,0.000042,0.000033,N/A,N/A,0.000354,0.000093,N/A,0.000000,N/A,0.000000,60.99,58.17,59.46,56.12,39.01,41.58,N/A,N/A,N/A,N/A,40.54,43.24,N/A,N/A,1.36,1.27,N/A,N/A,0.04,0.09,N/A,N/A,0.31,0.25,N/A,0.00,N/A,0.00
2020_00179,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.095804,0.043845,0.061062,0.027151,0.098608,0.047426,0.060011,0.020700,115.58,47.64,78.50,31.62,N/A,10,N/A,2,N/A,90,N/A,98,0.000102,0.000109,0.000105,0.000108,0.057897,0.024934,0.035959,0.014965,0.057998,0.025043,0.036064,0.015073,0.037805,0.018518,N/A,N/A,N/A,N/A,0.024998,0.012073,N/A,N/A,0.000844,0.000349,N/A,N/A,0.000036,0.000030,N/A,N/A,0.000182,0.000063,N/A,0.000000,N/A,0.000000,60.54,57.12,59.06,55.52,39.46,42.24,N/A,N/A,N/A,N/A,40.94,44.46,N/A,N/A,1.38,1.29,N/A,N/A,0.06,0.11,N/A,N/A,0.30,0.23,N/A,0.00,N/A,0.00
2020_00203,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.096379,0.037783,0.068874,0.024367,0.092554,0.035520,0.064889,0.028563,101.92,34.71,74.89,22.82,N/A,5,N/A,1,N/A,95,N/A,99,0.000093,0.000098,0.000097,0.000103,0.059527,0.022050,0.041459,0.013554,0.059619,0.022148,0.041556,0.013657,0.036759,0.015498,N/A,N/A,N/A,N/A,0.027318,0.010660,N/A,N/A,0.000868,0.000283,N/A,N/A,0.000045,0.000039,N/A,N/A,0.000191,0.000052,N/A,0.000000,N/A,0.000000,61.86,58.62,60.34,56.04,38.14,41.02,N/A,N/A,N/A,N/A,39.66,43.75,N/A,N/A,1.26,1.16,N/A,N/A,0.07,0.16,N/A,N/A,0.28,0.21,N/A,0.00,N/A,0.00
2020_00217,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.127476,0.050067,0.128940,0.036670,0.131693,0.044344,0.127289,0.041101,135.69,49.07,157.72,40.44,N/A,10,N/A,10,N/A,90,N/A,90,0.000095,0.000097,0.000092,0.000092,0.078567,0.029119,0.077245,0.020654,0.078662,0.029216,0.077336,0.020746,0.048813,0.020311,N/A,N/A,N/A,N/A,0.051604,0.015674,N/A,N/A,0.001669,0.000437,N/A,N/A,0.000040,0.000035,N/A,N/A,0.000357,0.000080,N/A,0.000000,N/A,0.000000,61.71,58.35,59.98,56.57,38.29,40.57,N/A,N/A,N/A,N/A,40.02,42.74,N/A,N/A,1.29,1.19,N/A,N/A,0.03,0.10,N/A,N/A,0.28,0.22,N/A,0.00,N/A,0.00
2020_00223,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.073630,0.031046,0.068338,0.029528,0.056639,0.024244,0.083671,0.021408,86.13,33.10,83.40,32.12,N/A,2,N/A,2,N/A,98,N/A,98,0.000094,0.000099,0.000096,0.000102,0.045044,0.017776,0.040530,0.016439,0.045138,0.017875,0.040626,0.016541,0.028492,0.013130,N/A,N/A,N/A,N/A,0.027712,0.012935,N/A,N/A,0.000936,0.000379,N/A,N/A,0.000040,0.000034,N/A,N/A,0.000204,0.000069,N/A,0.000000,N/A,0.000000,61.30,57.58,59.45,56.02,38.70,42.29,N/A,N/A,N/A,N/A,40.55,43.80,N/A,N/A,1.37,1.28,N/A,N/A,0.06,0.11,N/A,N/A,0.30,0.23,N/A,0.00,N/A,0.00
2020_00231,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.104459,0.045240,0.072305,0.026717,0.084201,0.036769,0.068069,0.024487,110.01,44.05,85.45,28.67,N/A,7,N/A,3,N/A,93,N/A,97,0.000092,0.000096,0.000092,0.000095,0.064089,0.026251,0.043280,0.014958,0.064181,0.026347,0.043371,0.015053,0.040279,0.018722,N/A,N/A,N/A,N/A,0.028934,0.011658,N/A,N/A,0.000883,0.000300,N/A,N/A,0.000035,0.000031,N/A,N/A,0.000194,0.000054,N/A,0.000000,N/A,0.000000,61.44,58.24,59.98,56.34,38.56,41.38,N/A,N/A,N/A,N/A,40.02,43.63,N/A,N/A,1.22,1.12,N/A,N/A,0.05,0.12,N/A,N/A,0.27,0.20,N/A,0.00,N/A,0.00
2020_00242,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.208030,0.087788,0.236284,0.076399,0.192930,0.082323,0.207083,0.068614,224.60,80.96,274.05,78.69,N/A,27,N/A,28,N/A,73,N/A,72,0.000095,0.000100,0.000095,0.000098,0.126497,0.050908,0.140322,0.043414,0.126592,0.051007,0.140417,0.043512,0.081438,0.035418,N/A,N/A,N/A,N/A,0.095867,0.032142,N/A,N/A,0.002969,0.000913,N/A,N/A,0.000037,0.000032,N/A,N/A,0.000663,0.000182,N/A,0.000000,N/A,0.000000,60.85,58.10,59.43,56.95,39.15,40.34,N/A,N/A,N/A,N/A,40.57,42.07,N/A,N/A,1.26,1.20,N/A,N/A,0.02,0.04,N/A,N/A,0.28,0.24,N/A,0.00,N/A,0.00
2020_00262,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.169253,0.082102,0.193545,0.092692,0.169956,0.067820,0.195972,0.090743,184.41,77.60,224.71,93.75,N/A,30,N/A,34,N/A,70,N/A,66,0.000095,0.000101,0.000094,0.000100,0.104072,0.048379,0.116259,0.053070,0.104167,0.048480,0.116353,0.053170,0.065086,0.032940,N/A,N/A,N/A,N/A,0.077192,0.038223,N/A,N/A,0.002409,0.001123,N/A,N/A,0.000039,0.000034,N/A,N/A,0.000531,0.000229,N/A,0.000000,N/A,0.000000,61.55,59.05,60.12,57.36,38.45,40.12,N/A,N/A,N/A,N/A,39.88,41.24,N/A,N/A,1.24,1.21,N/A,N/A,0.02,0.04,N/A,N/A,0.27,0.25,N/A,0.00,N/A,0.00
2020_00264,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.141619,0.076407,0.142859,0.058834,0.110940,0.058336,0.116769,0.052343,137.02,62.22,168.22,62.36,N/A,20,N/A,17,N/A,80,N/A,83,0.000107,0.000113,0.000094,0.000099,0.087114,0.044580,0.085045,0.033252,0.087221,0.044694,0.085139,0.033351,0.054398,0.030639,N/A,N/A,N/A,N/A,0.057721,0.025023,N/A,N/A,0.001836,0.000727,N/A,N/A,0.000039,0.000037,N/A,N/A,0.000397,0.000141,N/A,0.000000,N/A,0.000000,61.59,58.49,59.60,56.69,38.41,40.10,N/A,N/A,N/A,N/A,40.40,42.53,N/A,N/A,1.28,1.24,N/A,N/A,0.03,0.06,N/A,N/A,0.28,0.24,N/A,0.00,N/A,0.00
2020_00312,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.190905,0.067749,0.218129,0.043429,0.199258,0.080777,0.231921,0.050408,185.16,55.70,247.42,42.94,N/A,15,N/A,16,N/A,85,N/A,84,0.000093,0.000099,0.000088,0.000092,0.117597,0.039878,0.130674,0.024630,0.117690,0.039977,0.130762,0.024722,0.073214,0.027213,N/A,N/A,N/A,N/A,0.087367,0.018324,N/A,N/A,0.002557,0.000481,N/A,N/A,0.000038,0.000026,N/A,N/A,0.000558,0.000094,N/A,0.000000,N/A,0.000000,61.65,59.01,59.95,56.93,38.35,40.17,N/A,N/A,N/A,N/A,40.05,42.19,N/A,N/A,1.17,1.11,N/A,N/A,0.02,0.06,N/A,N/A,0.26,0.22,N/A,0.00,N/A,0.00
2020_00333,10,10,3,3,N/A,3,N/A,3,N/A,N/A,3,3,N/A,N/A,2,2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.005,0.005,0.005,0.005,5.0,5.0,5.0,5.0,100.00,100.00,100.00,100.00,0.188057,0.055018,0.202926,0.065541,0.196075,0.054851,0.230210,0.078716,195.61,51.48,232.93,64.47,N/A,18,N/A,23,N/A,82,N/A,77,0.000085,0.000091,0.000086,0.000091,0.115889,0.032112,0.121595,0.037470,0.115974,0.032203,0.121681,0.037560,0.072083,0.022340,N/A,N/A,N/A,N/A,0.081246,0.027184,N/A,N/A,0.002420,0.000751,N/A,N/A,0.000042,0.000034,N/A,N/A,0.000531,0.000152,N/A,0.000000,N/A,0.000000,61.67,58.53,59.96,57.31,38.33,40.61,N/A,N/A,N/A,N/A,40.04,41.48,N/A,N/A,1.19,1.15,N/A,N/A,0.02,0.05,N/A,N/A,0.26,0.23,N/A,0.00,N/A,0.00
